DATE & TIME,LATITUDE,LONGITUDE,DEPTH (KM),MAGNITUDE,LOCATION,DATE,TIME,CATEGORY,AREA,PROVINCE
12 January 2023 - 09:53 PM,9.33,125.79,23.0,2.4,018 km S 76° W of Carrascal (Surigao Del Sur),12 January 2023,09:53 PM,Slightly Felt,Carrascal,Surigao Del Sur
12 January 2023 - 09:18 PM,13.12,120.77,4.0,2.6,007 km N 51° E of Santa Cruz (Occidental Mindoro),12 January 2023,09:18 PM,Slightly Felt,Santa Cruz,Occidental Mindoro
12 January 2023 - 08:27 PM,16.5,122.86,130.0,2.7,063 km S 88° E of Dinapigue (Isabela),12 January 2023,08:27 PM,Slightly Felt,Dinapigue,Isabela
12 January 2023 - 06:55 PM,9.0,126.85,8.0,3.1,062 km N 87° E of Bayabas (Surigao Del Sur),12 January 2023,06:55 PM,Weak,Bayabas,Surigao Del Sur
12 January 2023 - 06:24 PM,5.94,125.74,145.0,2.6,011 km N 74° E of Jose Abad Santos (Davao Occidental),12 January 2023,06:24 PM,Slightly Felt,Jose Abad Santos,Davao Occidental
12 January 2023 - 05:50 PM,16.17,121.99,25.0,2.1,005 km N 46° E of Dinalungan (Aurora),12 January 2023,05:50 PM,Slightly Felt,Dinalungan,Aurora
12 January 2023 - 04:47 PM,13.75,120.61,100.0,1.7,009 km S 13° W of Calatagan (Batangas),12 January 2023,04:47 PM,Scarcely Perceptible,Calatagan,Batangas
12 January 2023 - 04:04 PM,12.34,123.71,51.0,3.1,005 km N 86° E of Mobo (Masbate),12 January 2023,04:04 PM,Weak,Mobo,Masbate
12 January 2023 - 12:09 PM,13.54,120.67,94.0,1.7,012 km N 32° W of Abra De Ilog (Occidental Mindoro),12 January 2023,12:09 PM,Scarcely Perceptible,Abra De Ilog,Occidental Mindoro
12 January 2023 - 06:20 AM,16.9,121.47,12.0,2.1,003 km S 43° W of Alfonso Lista (Ifugao),12 January 2023,06:20 AM,Slightly Felt,Alfonso Lista,Ifugao
12 January 2023 - 05:24 AM,13.26,122.27,1.0,2.1,028 km S 70° W of San Francisco (Quezon),12 January 2023,05:24 AM,Slightly Felt,San Francisco,Quezon
12 January 2023 - 04:58 AM,13.26,122.29,2.0,2.6,027 km S 70° W of San Francisco (Quezon),12 January 2023,04:58 AM,Slightly Felt,San Francisco,Quezon
12 January 2023 - 04:57 AM,17.21,120.74,23.0,1.7,005 km S 18° E of Tubo (Abra),12 January 2023,04:57 AM,Scarcely Perceptible,Tubo,Abra
12 January 2023 - 04:19 AM,17.04,123.1,12.0,2.0,072 km S 88° E of Palanan (Isabela),12 January 2023,04:19 AM,Slightly Felt,Palanan,Isabela
12 January 2023 - 04:07 AM,15.24,120.27,34.0,1.7,024 km N 69° E of Cabangan (Zambales),12 January 2023,04:07 AM,Scarcely Perceptible,Cabangan,Zambales
12 January 2023 - 03:55 AM,8.35,125.84,28.0,2.2,008 km N 30° E of La Paz (Agusan Del Sur),12 January 2023,03:55 AM,Slightly Felt,La Paz,Agusan Del Sur
12 January 2023 - 03:35 AM,6.46,125.96,136.0,2.6,025 km S 30° W of Governor Generoso (Davao Oriental),12 January 2023,03:35 AM,Slightly Felt,Governor Generoso,Davao Oriental
12 January 2023 - 03:07 AM,17.92,120.05,15.0,2.5,043 km N 83° W of Sinait (Ilocos Sur),12 January 2023,03:07 AM,Slightly Felt,Sinait,Ilocos Sur
12 January 2023 - 02:44 AM,3.5,126.15,51.0,3.2,227 km S 21° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),12 January 2023,02:44 AM,Weak,Balut Island,Municipality Of Sarangani
12 January 2023 - 02:40 AM,11.5,125.28,76.0,2.6,021 km S 54° W of City Of Borongan (Eastern Samar),12 January 2023,02:40 AM,Slightly Felt,City Of Borongan,Eastern Samar
12 January 2023 - 12:51 AM,17.61,120.59,19.0,1.9,003 km N 69° W of Bangued (Abra),12 January 2023,12:51 AM,Scarcely Perceptible,Bangued,Abra
11 January 2023 - 11:47 PM,10.71,122.38,39.0,1.6,003 km N 04° E of Tigbauan (Iloilo),11 January 2023,11:47 PM,Scarcely Perceptible,Tigbauan,Iloilo
11 January 2023 - 11:17 PM,10.39,125.72,14.0,2.0,016 km N 77° E of Loreto (Dinagat Islands),11 January 2023,11:17 PM,Slightly Felt,Loreto,Dinagat Islands
11 January 2023 - 11:16 PM,10.01,126.37,10.0,2.9,032 km N 76° E of San Isidro (Surigao Del Norte),11 January 2023,11:16 PM,Slightly Felt,San Isidro,Surigao Del Norte
11 January 2023 - 10:58 PM,13.98,120.2,6.0,1.6,016 km N 31° E of Lubang (Occidental Mindoro),11 January 2023,10:58 PM,Scarcely Perceptible,Lubang,Occidental Mindoro
11 January 2023 - 10:11 PM,16.98,122.91,17.0,2.6,052 km S 80° E of Palanan (Isabela),11 January 2023,10:11 PM,Slightly Felt,Palanan,Isabela
11 January 2023 - 09:18 PM,12.72,120.59,13.0,3.0,025 km S 57° W of Sablayan (Occidental Mindoro),11 January 2023,09:18 PM,Weak,Sablayan,Occidental Mindoro
11 January 2023 - 08:33 PM,17.1,122.5,9.0,2.0,008 km N 58° E of Palanan (Isabela),11 January 2023,08:33 PM,Slightly Felt,Palanan,Isabela
11 January 2023 - 08:26 PM,12.04,121.75,40.0,2.0,023 km N 49° W of Malay (Aklan),11 January 2023,08:26 PM,Slightly Felt,Malay,Aklan
11 January 2023 - 08:08 PM,9.01,126.42,20.0,3.0,016 km N 73° E of Bayabas (Surigao Del Sur),11 January 2023,08:08 PM,Weak,Bayabas,Surigao Del Sur
11 January 2023 - 08:06 PM,11.95,121.69,12.0,3.6,015 km N 82° E of Caluya (Antique),11 January 2023,08:06 PM,Weak,Caluya,Antique
11 January 2023 - 07:13 PM,11.16,126.22,1.0,3.2,056 km N 76° E of Guiuan (Eastern Samar),11 January 2023,07:13 PM,Weak,Guiuan,Eastern Samar
11 January 2023 - 07:03 PM,11.14,126.23,1.0,3.5,056 km N 78° E of Guiuan (Eastern Samar),11 January 2023,07:03 PM,Weak,Guiuan,Eastern Samar
11 January 2023 - 03:56 PM,9.95,126.18,12.0,2.8,010 km N 84° E of San Isidro (Surigao Del Norte),11 January 2023,03:56 PM,Slightly Felt,San Isidro,Surigao Del Norte
11 January 2023 - 03:49 PM,6.07,126.14,111.0,3.0,051 km S 74° E of Don Marcelino (Davao Occidental),11 January 2023,03:49 PM,Weak,Don Marcelino,Davao Occidental
11 January 2023 - 03:12 PM,13.91,119.86,9.0,4.0,028 km N 82° W of Lubang (Occidental Mindoro),11 January 2023,03:12 PM,Moderately Strong,Lubang,Occidental Mindoro
11 January 2023 - 02:04 PM,12.69,126.2,31.0,3.8,094 km N 53° E of San Policarpo (Eastern Samar),11 January 2023,02:04 PM,Weak,San Policarpo,Eastern Samar
11 January 2023 - 11:50 AM,15.04,120.01,31.0,2.0,007 km S 75° W of San Felipe (Zambales),11 January 2023,11:50 AM,Slightly Felt,San Felipe,Zambales
11 January 2023 - 11:48 AM,16.21,121.11,34.0,2.0,008 km S 14° E of Dupax Del Sur (Nueva Vizcaya),11 January 2023,11:48 AM,Slightly Felt,Dupax Del Sur,Nueva Vizcaya
11 January 2023 - 07:27 AM,16.87,122.86,15.0,3.4,050 km S 65° E of Palanan (Isabela),11 January 2023,07:27 AM,Weak,Palanan,Isabela
11 January 2023 - 07:24 AM,10.01,125.79,33.0,1.4,016 km N 53° E of Cagdianao (Dinagat Islands),11 January 2023,07:24 AM,Scarcely Perceptible,Cagdianao,Dinagat Islands
11 January 2023 - 06:17 AM,16.99,123.0,22.0,2.6,061 km S 83° E of Palanan (Isabela),11 January 2023,06:17 AM,Slightly Felt,Palanan,Isabela
11 January 2023 - 06:10 AM,13.26,120.34,23.0,2.6,021 km S 38° W of Paluan (Occidental Mindoro),11 January 2023,06:10 AM,Slightly Felt,Paluan,Occidental Mindoro
11 January 2023 - 06:04 AM,16.88,122.87,14.0,3.9,051 km S 67° E of Palanan (Isabela),11 January 2023,06:04 AM,Weak,Palanan,Isabela
11 January 2023 - 05:59 AM,16.99,122.96,25.0,3.7,057 km S 82° E of Palanan (Isabela),11 January 2023,05:59 AM,Weak,Palanan,Isabela
11 January 2023 - 05:55 AM,17.17,120.62,32.0,1.7,007 km N 57° W of Quirino (Ilocos Sur),11 January 2023,05:55 AM,Scarcely Perceptible,Quirino,Ilocos Sur
11 January 2023 - 05:33 AM,16.94,122.9,14.0,3.5,051 km S 75° E of Palanan (Isabela),11 January 2023,05:33 AM,Weak,Palanan,Isabela
11 January 2023 - 05:32 AM,9.12,126.26,27.0,2.2,011 km N 64° E of City Of Tandag (Surigao Del Sur),11 January 2023,05:32 AM,Slightly Felt,City Of Tandag,Surigao Del Sur
11 January 2023 - 05:26 AM,16.96,122.94,19.0,3.0,055 km S 78° E of Palanan (Isabela),11 January 2023,05:26 AM,Weak,Palanan,Isabela
11 January 2023 - 05:06 AM,16.98,122.95,23.0,3.3,056 km S 81° E of Palanan (Isabela),11 January 2023,05:06 AM,Weak,Palanan,Isabela
11 January 2023 - 04:53 AM,11.89,121.34,23.0,1.7,023 km S 79° W of Caluya (Antique),11 January 2023,04:53 AM,Scarcely Perceptible,Caluya,Antique
11 January 2023 - 04:27 AM,16.97,122.93,19.0,2.7,054 km S 78° E of Palanan (Isabela),11 January 2023,04:27 AM,Slightly Felt,Palanan,Isabela
11 January 2023 - 03:58 AM,16.92,122.86,14.0,2.1,048 km S 70° E of Palanan (Isabela),11 January 2023,03:58 AM,Slightly Felt,Palanan,Isabela
11 January 2023 - 03:45 AM,9.55,122.52,32.0,1.5,008 km S 42° E of Hinoba-an (Negros Occidental),11 January 2023,03:45 AM,Scarcely Perceptible,Hinoba-an,Negros Occidental
11 January 2023 - 03:28 AM,14.45,120.05,32.0,1.5,034 km S 42° W of Morong (Bataan),11 January 2023,03:28 AM,Scarcely Perceptible,Morong,Bataan
